1,2,175,474,0.801717928,"[169, 90, 349, 270]"
1,0,174,474,0.851544116,"[169, 349]"
1,0,173,474,0.852154873,"[169, 349]"
1,0,172,475,0.958376738,"[169, 349]"
1,0,171,475,0.993194527,"[169, 349]"
1,0,170,475,1.004464468,"[169, 349]"
1,0,169,475,1.094071612,"[169, 349]"
1,0,168,475,1.093257875,"[169, 349]"
1,0,167,476,1.146708347,"[169, 349]"
1,0,166,476,1.189460864,"[169, 349]"
1,0,165,476,1.218092173,"[169, 349]"
1,0,164,476,1.260419357,"[169, 349]"
1,0,163,476,1.283181893,"[169, 349]"
1,0,162,477,1.338605441,"[169, 349]"
1,0,161,477,1.374868649,"[169, 349]"
1,0,160,477,1.38862873,"[169, 349]"
1,0,159,477,1.404658226,"[169, 349]"
1,0,158,477,1.41284522,"[169, 349]"
1,0,157,478,1.441595977,"[169, 349]"
1,0,156,478,1.441144704,"[169, 349]"
1,0,155,478,1.470450816,"[169, 349]"
1,0,154,478,1.435261604,"[169, 349]"
1,0,153,479,1.444551071,"[169, 349]"
1,0,152,479,1.481494266,"[169, 349]"
1,0,151,479,1.494118964,"[169, 349]"
1,0,150,479,1.478495043,"[169, 349]"
1,0,149,479,1.481237176,"[169, 349]"
1,0,148,480,1.502491185,"[169, 349]"
1,0,147,480,1.512908237,"[169, 349]"
1,0,146,480,1.540302605,"[169, 349]"
1,0,145,480,1.573672272,"[169, 349]"
1,0,144,480,1.543066329,"[169, 349]"
1,0,143,481,1.566117953,"[169, 349]"
1,0,142,481,1.631615153,"[169, 349]"
1,0,141,481,1.617715099,"[169, 349]"
1,0,140,481,1.635381156,"[169, 349]"
1,0,139,481,1.601142481,"[169, 349]"
1,0,138,482,1.602755996,"[169, 349]"
1,0,137,482,1.647306199,"[169, 349]"
1,0,136,482,1.663630564,"[169, 349]"
1,0,135,482,1.668717695,"[169, 349]"
1,0,134,482,1.662884238,"[169, 349]"
1,0,133,482,1.661604973,"[169, 349]"
1,0,132,483,1.649073495,"[169, 349]"
1,0,131,483,1.632877824,"[169, 349]"
1,0,130,483,1.614700299,"[169, 349]"
1,0,129,483,1.571366815,"[169, 349]"
1,0,128,483,1.552189613,"[169, 349]"
1,0,127,484,1.559739173,"[169, 349]"
1,0,126,484,1.543828147,"[169, 349]"
1,0,125,484,1.516097902,"[169, 349]"
1,0,124,484,1.463847192,"[169, 349]"
