1,56,348,157,1,"[90, 155, 270, 335]"
1,0,349,157,1,"[155, 335]"
1,0,350,156,1,"[155, 335]"
1,0,351,156,1,"[155, 335]"
1,0,351,155,1,"[155, 335]"
1,0,352,155,1,"[155, 335]"
1,0,353,155,1,"[155, 335]"
1,0,354,154,1,"[155, 335]"
1,0,355,154,1,"[155, 335]"
1,0,356,153,1,"[155, 335]"
1,0,357,153,1,"[155, 335]"
1,0,358,152,1,"[155, 335]"
1,0,359,152,1,"[155, 335]"
1,0,360,152,1,"[155, 335]"
1,57,361,151,1,"[0, 155, 180, 335]"
1,0,362,151,1,"[0, 180]"
1,0,363,151,1,"[0, 180]"
1,0,364,151,1,"[0, 180]"
1,0,365,151,1,"[0, 180]"
1,0,366,151,1,"[0, 180]"
1,0,367,151,1,"[0, 180]"
1,0,368,151,1,"[0, 180]"
1,0,369,151,1,"[0, 180]"
1,0,370,151,1,"[0, 180]"
1,0,371,151,1,"[0, 180]"
1,0,372,151,1,"[0, 180]"
1,0,373,151,1,"[0, 180]"
1,0,374,151,1,"[0, 180]"
1,0,375,151,1,"[0, 180]"
1,0,376,151,1,"[0, 180]"
1,0,377,151,1,"[0, 180]"
1,0,378,151,1,"[0, 180]"
1,0,379,151,1,"[0, 180]"
1,0,380,151,1,"[0, 180]"
1,0,381,151,1,"[0, 180]"
1,0,382,151,1,"[0, 180]"
1,0,383,151,1,"[0, 180]"
1,0,384,151,1,"[0, 180]"
1,0,385,151,1,"[0, 180]"
1,0,386,151,1,"[0, 180]"
1,0,387,151,1,"[0, 180]"
1,0,388,151,1,"[0, 180]"
1,0,389,151,1,"[0, 180]"
1,0,390,151,1,"[0, 180]"
1,0,391,151,1,"[0, 180]"
1,0,392,151,1,"[0, 180]"
1,0,393,151,1,"[0, 180]"
1,0,394,151,1,"[0, 180]"
1,0,395,151,1,"[0, 180]"
1,0,396,151,1,"[0, 180]"
1,0,397,151,1,"[0, 180]"
1,0,398,151,1,"[0, 180]"
1,0,399,151,1,"[0, 180]"
1,58,400,151,1,"[0, 90, 180, 270]"
1,0,400,152,1,"[90, 270]"
1,0,400,153,1,"[90, 270]"
1,0,400,154,1,"[90, 270]"
1,0,400,155,1,"[90, 270]"
1,0,400,156,1,"[90, 270]"
1,0,400,157,1,"[90, 270]"
1,0,400,158,1,"[90, 270]"
1,0,400,159,1,"[90, 270]"
1,0,400,160,1,"[90, 270]"
1,0,400,161,1,"[90, 270]"
1,0,400,162,1,"[90, 270]"
1,0,400,163,1,"[90, 270]"
1,0,400,164,1,"[90, 270]"
1,0,400,165,1,"[90, 270]"
1,0,400,166,1,"[90, 270]"
1,0,400,167,1,"[90, 270]"
1,0,400,168,1,"[90, 270]"
1,0,400,169,1,"[90, 270]"
1,0,400,170,1,"[90, 270]"
1,59,400,171,1,"[90, 270]"
1,0,360,151,1,"[155, 335]"
1,0,358,153,1,"[155, 335]"
1,0,349,156,1,"[155, 335]"
1,60,348,144,1,"[0, 90, 180, 270]"
1,0,349,144,1,"[0, 180]"
1,0,350,144,1,"[0, 180]"
1,0,351,144,1,"[0, 180]"
1,0,352,144,1,"[0, 180]"
1,0,353,144,1,"[0, 180]"
1,0,354,144,1,"[0, 180]"
1,0,355,144,1,"[0, 180]"
1,0,356,144,1,"[0, 180]"
1,0,357,144,1,"[0, 180]"
1,0,358,144,1,"[0, 180]"
1,0,359,144,1,"[0, 180]"
1,0,360,144,1,"[0, 180]"
1,0,361,144,1,"[0, 180]"
1,0,362,144,1,"[0, 180]"
1,0,363,144,1,"[0, 180]"
1,0,364,144,1,"[0, 180]"
1,0,365,144,1,"[0, 180]"
1,0,366,144,1,"[0, 180]"
1,0,367,144,1,"[0, 180]"
1,0,368,144,1,"[0, 180]"
1,0,369,144,1,"[0, 180]"
1,0,370,144,1,"[0, 180]"
1,0,371,144,1,"[0, 180]"
1,0,372,144,1,"[0, 180]"
1,0,373,144,1,"[0, 180]"
1,0,374,144,1,"[0, 180]"
1,0,375,144,1,"[0, 180]"
1,0,376,144,1,"[0, 180]"
1,0,377,144,1,"[0, 180]"
1,0,378,144,1,"[0, 180]"
1,0,379,144,1,"[0, 180]"
1,0,380,144,1,"[0, 180]"
1,0,381,144,1,"[0, 180]"
1,0,382,144,1,"[0, 180]"
1,0,383,144,1,"[0, 180]"
1,0,384,144,1,"[0, 180]"
1,0,385,144,1,"[0, 180]"
1,0,386,144,1,"[0, 180]"
1,0,387,144,1,"[0, 180]"
1,0,388,144,1,"[0, 180]"
1,0,389,144,1,"[0, 180]"
1,0,390,144,1,"[0, 180]"
1,0,391,144,1,"[0, 180]"
1,0,392,144,1,"[0, 180]"
1,0,393,144,1,"[0, 180]"
